SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
KSB, EQ, 01-Oct-2020,479.05,481.45,487,472,474.5,474.05,476.57,27084,129.08,1502,20476,75.6
KSCL, EQ, 01-Oct-2020,531.25,538.4,553.65,533,547.25,549.15,543.48,181760,987.82,6968,79754,43.88
KSERASERA, BE, 01-Oct-2020,0.25,0.25,0.25,0.2,0.25,0.25,0.23,689628,1.57,252, -, -
KSK, EQ, 01-Oct-2020,0.35,0.4,0.4,0.35,0.4,0.4,0.37,501885,1.87,211,475601,94.76
KSL, EQ, 01-Oct-2020,220.5,223.25,223.4,219.45,220,220.15,220.63,43813,96.67,1142,30900,70.53
KTKBANK, EQ, 01-Oct-2020,40.65,40.9,41.75,40.9,41.4,41.5,41.48,2270062,941.69,2510,1793241,79
KUANTUM, EQ, 01-Oct-2020,41.65,42.55,42.55,41.25,42.2,41.95,41.92,2626,1.1,67,1692,64.43
KWALITY, EQ, 01-Oct-2020,2.4,2.4,2.4,2.3,2.3,2.3,2.32,656593,15.21,665,399236,60.8
L&TFH, EQ, 01-Oct-2020,62.1,62.7,64.9,62.65,64.4,64.45,64.23,17909625,11502.56,48650,5984406,33.41
L&TFINANCE, N8, 01-Oct-2020,1042.11,1043.01,1080,1043.01,1080,1078.5,1070.81,435,4.66,8,335,77.01
L&TFINANCE, NA, 01-Oct-2020,1145,1150,1150,1150,1150,1150,1150,25,0.29,1,25,100
L&TFINANCE, NC, 01-Oct-2020,1118.48,1099.01,1119.79,1099.01,1115,1115,1113.45,555,6.18,27,459,82.7
L&TFINANCE, NG, 01-Oct-2020,1160,1160,1160,1160,1160,1160,1160,25,0.29,1,25,100
L&TFINANCE, NO, 01-Oct-2020,1071.2,1073.1,1167.98,1073.1,1073.2,1073.2,1096.85,200,2.19,8,50,25
L&TFINANCE, NY, 01-Oct-2020,1075,1079.9,1080,1079.9,1080,1079.95,1079.95,16,0.17,2,8,50
L&TFINANCE, Y5, 01-Oct-2020,1115,1120,1135,1120,1130,1130,1128.34,301,3.4,12,165,54.82
L&TINFRA, N2, 01-Oct-2020,2068,2060,2065,2055.11,2064,2064,2061.01,95,1.96,12,95,100
L&TINFRA, N3, 01-Oct-2020,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,1056.1,25,0.26,2,25,100
L&TINFRA, N4, 01-Oct-2020,2020,2020,2023.99,2015.52,2023.99,2023.31,2022.3,1104,22.33,36,1104,100
L&TINFRA, N5, 01-Oct-2020,1030.2,1030.2,1030.2,1030.2,1030.2,1030.2,1030.2,20,0.21,1,20,100
L&TINFRA, N6, 01-Oct-2020,2115.7,2115.7,2120,2115.7,2117.51,2117.51,2118.25,805,17.05,16,805,100
LAGNAM, SM, 01-Oct-2020,8.4,8,8,8,8,8,8,3000,0.24,1,3000,100
LAKPRE, BZ, 01-Oct-2020,3.6,3.75,3.75,3.75,3.75,3.75,3.75,15,0,2, -, -
LAKSHVILAS, EQ, 01-Oct-2020,18.75,19.9,19.9,18.85,19.05,19.05,19.15,982150,188.05,2086,505023,51.42
LALPATHLAB, EQ, 01-Oct-2020,1879.75,1889,1897.55,1840,1859.9,1862.7,1881.02,195067,3669.25,20190,153947,78.92
LAMBODHARA, EQ, 01-Oct-2020,27,27.9,28.25,27.35,27.65,27.95,27.84,4913,1.37,111,2578,52.47
LAOPALA, EQ, 01-Oct-2020,220.8,224.8,224.8,218.6,220.15,220.6,220.26,64112,141.21,2141,31311,48.84
LASA, EQ, 01-Oct-2020,67.65,67.2,69.35,65.75,66.45,66.3,67.07,77905,52.25,852,49899,64.05
LAURUSLABS, EQ, 01-Oct-2020,287.15,292,292.9,277,280.85,280.35,283.08,2261275,6401.19,40613,1279191,56.57
LAXMIMACH, EQ, 01-Oct-2020,3512.7,3505.25,3570,3505,3534,3527.05,3537.06,2898,102.5,705,1063,36.68
LEMONTREE, EQ, 01-Oct-2020,27.9,28.45,29.25,27.45,28.5,28.4,28.42,1209572,343.79,3568,477916,39.51
LEXUS, SM, 01-Oct-2020,10.85,11,11,10.4,10.4,10.4,10.7,2000,0.21,2,2000,100
LFIC, EQ, 01-Oct-2020,59.65,57.85,62.6,57.6,62.6,62.6,61.7,8045,4.96,53,6498,80.77
LGBBROSLTD, EQ, 01-Oct-2020,224.7,224.7,243.7,224.7,239,239.25,234.3,84933,199,2863,51782,60.97
LGBFORGE, EQ, 01-Oct-2020,2.4,2.5,2.5,2.35,2.5,2.5,2.44,22917,0.56,50,13500,58.91
LIBAS, EQ, 01-Oct-2020,33.8,34.45,35.5,33.25,33.45,33.55,34.39,109411,37.63,423,42347,38.7
LIBERTSHOE, EQ, 01-Oct-2020,150.55,152.6,154.6,149,149.3,149.45,150.9,88982,134.27,2078,37919,42.61
LICHSGFIN, EQ, 01-Oct-2020,275.8,278.7,284.1,277.3,280.4,280.55,281.28,1784779,5020.23,20730,463314,25.96
LICNETFGSC, EQ, 01-Oct-2020,21.19,21.26,21.29,20.9,21.04,21.11,21.14,3436,0.73,63,2189,63.71
LICNETFN50, EQ, 01-Oct-2020,116.95,117,117,115.3,116.2,116.16,116.1,29,0.03,8,23,79.31
LICNETFSEN, EQ, 01-Oct-2020,414,413,413,400,400.01,400,401.3,17,0.07,5,17,100
LICNFNHGP, EQ, 01-Oct-2020,114.8,118,118,114.2,117.3,117.3,115.01,57,0.07,8,43,75.44
LINCOLN, EQ, 01-Oct-2020,260.45,264.9,264.9,253.3,255,254.85,258.52,120526,311.59,3385,51531,42.76
LINCPEN, EQ, 01-Oct-2020,179.85,179.8,183.85,172.4,174,173.65,176.95,4145,7.33,248,3171,76.5
LINDEINDIA, EQ, 01-Oct-2020,777.1,782.8,817.7,774.25,805.85,802.15,801.15,257993,2066.92,14675,61245,23.74
LIQUIDBEES, EQ, 01-Oct-2020,1000,1002.6,1002.6,999.99,1000,1000,1000,731663,7316.65,5706,641179,87.63
LIQUIDETF, EQ, 01-Oct-2020,1000,1000.04,1000.04,999.99,1000,1000,1000,4863,48.63,34,4089,84.08
LOKESHMACH, EQ, 01-Oct-2020,20.35,20.45,21.05,20,20,20,20.19,7873,1.59,178,5428,68.94
LOTUSEYE, EQ, 01-Oct-2020,30.15,31.75,32.4,30,30.5,30.2,30.23,12183,3.68,60,5992,49.18
LOVABLE, EQ, 01-Oct-2020,56,56.9,57.8,55.55,56.5,56,56.54,19800,11.2,422,8421,42.53
LPDC, BE, 01-Oct-2020,1.85,1.85,1.85,1.8,1.8,1.8,1.84,683,0.01,8, -, -
LSIL, EQ, 01-Oct-2020,0.75,0.75,0.75,0.7,0.7,0.7,0.71,482381,3.41,224,418792,86.82
LT, EQ, 01-Oct-2020,901.6,909.95,913.6,900.7,901.5,902.8,906.97,2506559,22733.64,91347,956175,38.15
LTI, EQ, 01-Oct-2020,2543.55,2565,2595,2515.2,2527,2527.25,2550.09,93536,2385.25,20658,52670,56.31
LTTS, EQ, 01-Oct-2020,1618.05,1620,1635.85,1580.5,1584,1586.95,1596.79,191025,3050.28,10799,160574,84.06
LUMAXIND, EQ, 01-Oct-2020,1322.8,1322.8,1364.9,1322.8,1335,1336.6,1340.1,8591,115.13,1414,5572,64.86
LUMAXTECH, EQ, 01-Oct-2020,98,99.55,100.5,97.5,99,99,99.4,60189,59.83,528,29518,49.04
LUPIN, EQ, 01-Oct-2020,1007.4,1031,1032,1007,1028.15,1027.85,1020.3,4893813,49931.58,61144,1227090,25.07
LUXIND, EQ, 01-Oct-2020,1450.55,1459.95,1475,1424,1430.25,1443.05,1451.3,54838,795.86,3361,7492,13.66
LYKALABS, EQ, 01-Oct-2020,18.75,18.8,19.65,18.6,18.8,18.9,19.07,8879,1.69,152,4443,50.04
LYPSAGEMS, EQ, 01-Oct-2020,2.9,3,3,2.85,2.85,2.85,2.92,12863,0.38,52,7617,59.22
M&M, EQ, 01-Oct-2020,607.9,614.7,621.9,608.15,609.1,610.15,614.05,3842331,23593.98,52876,714015,18.58
M&MFIN, EQ, 01-Oct-2020,123.1,124.85,130.9,124.25,129.65,129.65,128.9,11293263,14556.94,51570,2553722,22.61
M100, EQ, 01-Oct-2020,17.85,17.85,18.09,17.85,17.9,17.97,17.98,26946,4.85,255,18246,67.71
M50, EQ, 01-Oct-2020,110.04,111.1,112.44,111.1,111.89,111.98,111.83,1166,1.3,27,1063,91.17
MAANALU, EQ, 01-Oct-2020,66.5,67.85,73.5,66.35,72.8,72.4,71.56,56487,40.42,834,28426,50.32
MACPOWER, EQ, 01-Oct-2020,77.25,77.2,78.65,74.6,74.6,74.6,75.3,1587,1.19,20,1063,66.98
MADHAV, EQ, 01-Oct-2020,25.95,26,26.05,25.55,26,26,25.99,2329,0.61,21,2176,93.43
MADHUCON, EQ, 01-Oct-2020,3.05,3.15,3.2,2.95,3.1,3.15,3.08,19331,0.6,40,18905,97.8
MADRASFERT, EQ, 01-Oct-2020,17.75,18.7,18.9,18.05,18.1,18.2,18.36,115923,21.29,550,52635,45.41
MAGADSUGAR, EQ, 01-Oct-2020,117.6,119.1,119.1,116,116,116.8,117.44,2238,2.63,88,1422,63.54
MAGMA, EQ, 01-Oct-2020,32.6,33.1,33.95,32,32.6,32.45,32.93,336559,110.82,1134,190950,56.74
MAGNUM, EQ, 01-Oct-2020,5.05,5.3,5.3,5.1,5.3,5.3,5.3,134735,7.14,88,133935,99.41
MAHABANK, EQ, 01-Oct-2020,11.15,11.3,11.4,11.15,11.2,11.2,11.26,767788,86.46,1346,398736,51.93
MAHAPEXLTD, BE, 01-Oct-2020,53.15,55.7,55.8,51.3,52.4,53.95,54.06,5475,2.96,38, -, -
MAHASTEEL, EQ, 01-Oct-2020,106.9,107.05,108.9,103.2,107.85,108.3,106.63,930,0.99,49,676,72.69
MAHEPC, EQ, 01-Oct-2020,149.5,151,151.6,147.2,149.9,148.75,149.52,51096,76.4,1517,25360,49.63
MAHESHWARI, EQ, 01-Oct-2020,183.4,182.75,185.25,177.55,180,180.4,182.3,19456,35.47,246,4159,21.38
MAHINDCIE, EQ, 01-Oct-2020,134.8,137.8,141.95,134.65,137.85,137.65,138.41,95332,131.95,2606,42641,44.73
MAHLIFE, EQ, 01-Oct-2020,234.75,235.95,239.1,231.4,233,233.2,233.68,19440,45.43,1035,12048,61.98
MAHLOG, EQ, 01-Oct-2020,343.55,346.35,353,345.95,352,350.55,350.27,23823,83.45,1636,16037,67.32
MAHSCOOTER, EQ, 01-Oct-2020,2856.4,2875,3133,2875,3080,3084.45,3035.84,17819,540.96,2317,9524,53.45
MAHSEAMLES, EQ, 01-Oct-2020,220.5,221.65,227.1,221.65,222.5,223.35,224.24,19526,43.79,628,10241,52.45
MAITHANALL, EQ, 01-Oct-2020,500.75,513,513,500.05,506,504.95,505.23,13401,67.71,905,7630,56.94
MAJESCO, EQ, 01-Oct-2020,830.15,834,836,812.1,817,820.25,828.71,197143,1633.74,2695,183053,92.85
MALUPAPER, EQ, 01-Oct-2020,25,25.15,27.9,25.1,26.3,26.45,26.79,91470,24.5,493,27782,30.37
MAN50ETF, EQ, 01-Oct-2020,114.6,115.4,116.5,115.4,116.5,116.43,115.99,506,0.59,23,328,64.82
MANAKALUCO, EQ, 01-Oct-2020,7.7,7.5,7.85,7.5,7.7,7.7,7.7,2380,0.18,23,2375,99.79
MANAKCOAT, EQ, 01-Oct-2020,3.95,4.1,4.1,4,4,4,4.02,4410,0.18,20,4180,94.78
MANAKSIA, EQ, 01-Oct-2020,40,39.9,40.6,39.2,39.8,39.5,39.85,7999,3.19,148,6514,81.44
MANAKSTEEL, EQ, 01-Oct-2020,10.2,10.05,10.35,9.95,10.2,10.1,10.05,17550,1.76,122,12728,72.52
MANALIPETC, EQ, 01-Oct-2020,34.65,34.9,35.3,33.1,33.4,33.35,33.95,1029970,349.7,4456,581978,56.5
MANAPPURAM, EQ, 01-Oct-2020,157.15,157,167.25,157,166.3,166.45,163.27,10645839,17381.66,57467,3204585,30.1
MANGALAM, EQ, 01-Oct-2020,132.2,135,138.8,133.2,138.8,138.8,138.09,51656,71.33,464,50924,98.58
MANGCHEFER, EQ, 01-Oct-2020,29.45,31,31.3,30.1,30.3,30.35,30.71,164050,50.38,1132,67734,41.29
MANGLMCEM, EQ, 01-Oct-2020,177.45,177.1,183.55,177.1,181.25,181.45,180.29,21277,38.36,654,9429,44.32
MANGTIMBER, EQ, 01-Oct-2020,6.65,6.95,6.95,6.55,6.9,6.75,6.88,2347,0.16,39,2220,94.59
MANINDS, BE, 01-Oct-2020,61.35,62.2,62.45,60.05,60.25,60.3,61.05,61029,37.26,498, -, -
MANINFRA, EQ, 01-Oct-2020,26.7,26.8,27.25,25.8,26.25,26,26.41,101473,26.8,799,61537,60.64
MANUGRAPH, EQ, 01-Oct-2020,9.4,9.4,9.85,9.4,9.5,9.5,9.58,2488,0.24,26,2047,82.27
MANXT50, EQ, 01-Oct-2020,269.6,270.8,272,270.8,270.8,270.8,270.83,534,1.45,8,528,98.88
MARALOVER, EQ, 01-Oct-2020,11.65,12.2,12.2,11.4,11.75,11.6,11.67,3566,0.42,31,3116,87.38
MARATHON, EQ, 01-Oct-2020,51.15,53.65,53.65,50.1,52.45,52.3,51.91,6223,3.23,134,5458,87.71
MARICO, EQ, 01-Oct-2020,363,363,365.1,359.45,365,361.9,361.98,2369834,8578.35,42913,829641,35.01
MARINE, SM, 01-Oct-2020,166,166,170.5,166,168,167.95,169.36,62000,105,25,38000,61.29
MARKSANS, EQ, 01-Oct-2020,50.2,51,52.4,49,51.7,51.7,50.99,1821529,928.74,7387,867649,47.63
MARUTI, EQ, 01-Oct-2020,6743.45,6838.2,6909,6775.4,6795,6796.3,6842.01,1256003,85935.85,97656,326967,26.03
MASFIN, EQ, 01-Oct-2020,794.1,814,827.85,796.15,820.25,821.9,818.09,13713,112.19,1439,6555,47.8
MASKINVEST, BE, 01-Oct-2020,53.45,56.1,56.1,56.1,56.1,56.1,56.1,10,0.01,1, -, -
MASTEK, EQ, 01-Oct-2020,864.3,873.9,878,852,855,856.8,867.46,50293,436.27,2357,24002,47.72
MATRIMONY, EQ, 01-Oct-2020,664.8,669,678,635,648,647.05,651.78,16498,107.53,1751,9086,55.07
MAWANASUG, EQ, 01-Oct-2020,23.7,23.15,24.2,23.15,23.9,24,23.98,38274,9.18,179,32980,86.17
MAXHEALTH, EQ, 01-Oct-2020,115.35,116.7,119.1,114.35,115.55,115.9,117.08,1656938,1939.93,6673,1082316,65.32
MAXIND, EQ, 01-Oct-2020,59.3,59.6,60.35,59.3,59.85,59.7,59.8,237166,141.82,695,149368,62.98
MAXVIL, EQ, 01-Oct-2020,37.3,37.4,37.45,36.5,36.9,36.85,37.02,35839,13.27,267,22202,61.95
MAYURUNIQ, EQ, 01-Oct-2020,259.95,261.95,268.75,258,259.7,259.45,262.18,24424,64.03,984,13077,53.54
MAZDA, EQ, 01-Oct-2020,564.5,569.8,580.55,556,559,562.65,573.59,14275,81.88,1051,7823,54.8
MBAPL, BE, 01-Oct-2020,60.5,63.5,63.5,61,61,61,62.19,120,0.07,6, -, -
MBECL, BE, 01-Oct-2020,5.1,5.1,5.3,4.85,5.1,5.1,5.07,1821,0.09,18, -, -
MBLINFRA, EQ, 01-Oct-2020,8.05,8.4,8.45,7.85,8.45,8.45,8.22,119656,9.83,255,86120,71.97
MCDHOLDING, EQ, 01-Oct-2020,24.85,24.5,25.65,24.5,24.85,25.1,25.12,24960,6.27,127,21193,84.91
MCDOWELL-N, EQ, 01-Oct-2020,515.85,522,528.4,519.1,521.5,522.8,524.03,2054700,10767.32,31837,564917,27.49
MCL, EQ, 01-Oct-2020,66.6,66.65,72.05,66.6,69.3,69.05,69.39,2143,1.49,56,1741,81.24
MCLEODRUSS, BE, 01-Oct-2020,18.7,19.6,19.6,18.5,19.45,19.35,19.51,596513,116.38,757, -, -
MCX, EQ, 01-Oct-2020,1722.8,1747,1775,1717,1725,1742.4,1753.69,240405,4215.96,18811,79374,33.02
MDL, SM, 01-Oct-2020,19.75,20.7,20.7,20.7,20.7,20.7,20.7,8000,1.66,3,8000,100
MEGASOFT, BE, 01-Oct-2020,7.3,7.65,7.65,7.3,7.35,7.35,7.42,9623,0.71,37, -, -
MEGH, EQ, 01-Oct-2020,80.45,81.05,82.45,79.9,80.05,80.2,80.79,820870,663.15,4404,302936,36.9
MELSTAR, BZ, 01-Oct-2020,1.8,1.8,1.8,1.75,1.75,1.75,1.75,2178,0.04,5, -, -
MENONBE, EQ, 01-Oct-2020,39.35,39.9,40.3,39.05,40,39.6,39.62,8400,3.33,160,5250,62.5
MEP, EQ, 01-Oct-2020,12.65,12.75,13.25,12.05,13.25,13.25,12.56,204517,25.68,443,89874,43.94
MERCATOR, EQ, 01-Oct-2020,0.85,0.85,0.85,0.8,0.85,0.85,0.84,410646,3.43,174,402630,98.05
METALFORGE, BE, 01-Oct-2020,4.75,4.75,4.95,4.55,4.95,4.95,4.87,4311,0.21,23, -, -
METKORE, BZ, 01-Oct-2020,0.5,0.55,0.55,0.45,0.55,0.55,0.54,30,0,5, -, -
METROPOLIS, EQ, 01-Oct-2020,1794.05,1799,1818,1770,1770,1786.25,1798.55,29135,524.01,5077,16684,57.26
MFSL, EQ, 01-Oct-2020,612.2,615,622.05,612.35,617.5,618.3,617.33,647748,3998.72,16125,136314,21.04
MGEL, SM, 01-Oct-2020,40.7,38,41.75,38,41.75,41.75,39.88,6000,2.39,2,6000,100
MGL, EQ, 01-Oct-2020,830.05,851.25,874.7,839.1,862,864.05,860.72,1372140,11810.31,40408,241795,17.62
MHHL, SM, 01-Oct-2020,17.95,17.1,17.1,17.1,17.1,17.1,17.1,3000,0.51,1,3000,100
MHRIL, EQ, 01-Oct-2020,168.25,170.9,173.55,170,171.6,172.35,171.98,70586,121.4,1174,46802,66.3
MIC, BE, 01-Oct-2020,0.65,0.6,0.65,0.6,0.6,0.6,0.6,16071,0.1,23, -, -
MIDHANI, EQ, 01-Oct-2020,196.05,197.2,200.2,195.45,197.65,196.95,198.65,183033,363.59,6770,74203,40.54
MILTON, SM, 01-Oct-2020,11.5,10.95,12.05,10.95,12.05,12,11.67,13200,1.54,3,8800,66.67
MINDACORP, EQ, 01-Oct-2020,73.2,73.25,74.4,71.55,71.95,72,73.09,239395,174.97,3111,89974,37.58
MINDAIND, EQ, 01-Oct-2020,330.8,330.8,335.05,328.35,331.7,331.35,331.54,271546,900.28,2432,240215,88.46
MINDSPACE, RR, 01-Oct-2020,304.28,304.9,305.45,303.3,304.53,304.96,304.92,56000,170.76,138,54200,96.79
MINDTECK, BE, 01-Oct-2020,30,29.6,30.7,29.6,30,30.05,29.76,3992,1.19,29, -, -
MINDTREE, EQ, 01-Oct-2020,1338.5,1343,1357.9,1320,1339.8,1336.3,1333.61,642225,8564.77,21980,177510,27.64
MIRCELECTR, EQ, 01-Oct-2020,8.35,8.35,8.5,8.05,8.25,8.35,8.31,139062,11.56,258,95728,68.84
MIRZAINT, EQ, 01-Oct-2020,50.6,51.2,52,50.7,50.75,50.85,51.36,158943,81.64,1386,83937,52.81
MITTAL, EQ, 01-Oct-2020,19.6,19.6,20.55,18.65,20.55,20.5,19.92,18527,3.69,201,13502,72.88
MMFL, EQ, 01-Oct-2020,321.45,326.05,342.5,322.3,327,326.2,330.96,17277,57.18,742,9869,57.12
MMP, EQ, 01-Oct-2020,76.5,76.75,77.95,75.5,77.9,77.9,76.24,3279,2.5,31,3131,95.49
MMTC, EQ, 01-Oct-2020,16.2,16.3,16.65,16.2,16.35,16.35,16.41,220896,36.26,827,100670,45.57
MODIRUBBER, BE, 01-Oct-2020,30,30,30,28.75,28.75,28.75,29.5,166,0.05,6, -, -
MOHOTAIND, EQ, 01-Oct-2020,8,7.65,8.2,7.65,8.2,7.8,7.76,5399,0.42,23,4346,80.5
MOIL, EQ, 01-Oct-2020,140.25,142,144.95,141.2,143.55,143.45,143.08,153887,220.18,3156,94337,61.3
MOLDTECH, EQ, 01-Oct-2020,40.6,40.5,42,40.5,41,41,41.04,10541,4.33,153,7450,70.68
MOLDTKPAC, EQ, 01-Oct-2020,285.1,285.05,290,283.1,283.1,284.15,285.21,18536,52.87,713,10149,54.75
MONTECARLO, EQ, 01-Oct-2020,171.95,175,179.8,172.85,176.3,176.1,177.41,19148,33.97,841,11947,62.39
MORARJEE, EQ, 01-Oct-2020,9.25,9,9.25,8.85,8.95,9.1,9.16,2515,0.23,24,2514,99.96
MOREPENLAB, EQ, 01-Oct-2020,24.5,24.9,24.9,23.85,23.9,23.9,24.16,1264971,305.65,2332,704160,55.67
MOTHERSUMI, EQ, 01-Oct-2020,114.85,115.35,117.75,114.9,116,116.15,116.36,4974636,5788.64,22390,658927,13.25
MOTILALOFS, EQ, 01-Oct-2020,650.2,653.4,653.5,629,629.5,631.9,637.37,105352,671.48,10109,66966,63.56
MOTOGENFIN, EQ, 01-Oct-2020,15.4,15,15.7,14.8,15.6,15.25,15.32,1834,0.28,23,1037,56.54
MPHASIS, EQ, 01-Oct-2020,1383.45,1391,1404.9,1345,1345,1356.9,1368.04,263804,3608.94,23962,112788,42.75
MPSLTD, EQ, 01-Oct-2020,404.45,404.5,419,400.15,400.15,401.05,406.06,7192,29.2,345,5294,73.61
MPTODAY, SM, 01-Oct-2020,13,13.65,13.65,12.65,12.65,12.65,13.15,4000,0.53,2,4000,100
MRF, EQ, 01-Oct-2020,59572.2,59570,60695,59400,60510,60578.3,60318.81,15857,9564.75,8034,5479,34.55
MRO-TEK, EQ, 01-Oct-2020,22.75,23.8,23.8,21.8,22.8,22.8,22.27,2821,0.63,23,2750,97.48
MRPL, EQ, 01-Oct-2020,25.7,25.75,26.55,25.5,26.4,26.35,26.2,1424873,373.34,2704,895812,62.87
MSPL, EQ, 01-Oct-2020,6.3,6.2,6.6,6,6.6,6.4,6.34,10237,0.65,33,9012,88.03
MSTCLTD, EQ, 01-Oct-2020,164.25,163.6,165,160,161.9,161.35,162.85,156817,255.37,2521,79544,50.72
MTEDUCARE, EQ, 01-Oct-2020,10.75,11,11,10.3,10.5,10.55,10.62,85607,9.1,261,48152,56.25
MTNL, EQ, 01-Oct-2020,8.3,8.35,8.45,7.5,8.35,8.25,8.18,522556,42.75,3615,254646,48.73
MUKANDENGG, EQ, 01-Oct-2020,9.85,9.5,10,9.45,9.85,9.45,9.52,11753,1.12,43,11743,99.91
MUKANDLTD, EQ, 01-Oct-2020,48.95,51.35,51.35,51.35,51.35,51.35,51.35,38865,19.96,117,38865,100
MUKANDLTD, P1, 01-Oct-2020,4.7,4.7,4.7,4.7,4.7,4.7,4.7,2,0,1,2,100
MUKTAARTS, EQ, 01-Oct-2020,26.1,27.4,27.4,27.4,27.4,27.4,27.4,3959,1.08,24,3959,100
MUNJALAU, EQ, 01-Oct-2020,59.55,58.6,58.95,57.45,57.55,57.7,58.21,213942,124.54,2493,107375,50.19
MUNJALSHOW, EQ, 01-Oct-2020,127.45,127.45,130.5,126.35,127.4,126.9,128.27,20490,26.28,818,9494,46.33
MURUDCERA, EQ, 01-Oct-2020,14.6,15.5,15.5,14.85,15.05,15.05,15.07,70753,10.66,329,26952,38.09
MUTHOOTCAP, EQ, 01-Oct-2020,385.3,385.25,408.7,385.25,396.55,397.15,394.6,27533,108.64,1327,12670,46.02
MUTHOOTFIN, EQ, 01-Oct-2020,1132.1,1138,1160,1126.2,1154.15,1153.75,1144.7,1881074,21532.7,62859,386179,20.53
N100, EQ, 01-Oct-2020,819.2,888,888,826.6,826.6,827.66,828.13,19612,162.41,1089,13666,69.68
NABARD, N2, 01-Oct-2020,1257.99,1258,1261,1258,1260,1260.49,1259.98,1377,17.35,48,1347,97.82
NACLIND, EQ, 01-Oct-2020,38.25,38.85,39.1,37.8,38.25,38.1,38.19,44076,16.83,288,30058,68.2
NAGAFERT, EQ, 01-Oct-2020,4.15,4.2,4.35,4.15,4.3,4.35,4.29,366092,15.72,423,193403,52.83
NAGREEKEXP, EQ, 01-Oct-2020,13.2,13.2,13.55,13.15,13.25,13.3,13.4,1630,0.22,17,1330,81.6
NAHARCAP, EQ, 01-Oct-2020,63.3,62,67.4,62,64.9,64.9,64.52,1705,1.1,26,1452,85.16
NAHARINDUS, EQ, 01-Oct-2020,25.1,24.95,26.25,24.75,26.2,26,25.72,11382,2.93,262,6596,57.95
NAHARPOLY, EQ, 01-Oct-2020,65.45,65.9,65.9,63.1,64.8,64.85,64.81,9486,6.15,178,5297,55.84
NAHARSPING, EQ, 01-Oct-2020,37.65,37,41.9,35.9,41.1,40.65,39.84,32715,13.03,375,26435,80.8
NAM-INDIA, EQ, 01-Oct-2020,262.1,264.4,268.85,263.2,266,266.1,266,488259,1298.75,11525,251013,51.41
NATCOPHARM, EQ, 01-Oct-2020,949.9,973,973.5,921.6,932.05,937.85,951.37,631201,6005.05,23308,144871,22.95
NATHBIOGEN, EQ, 01-Oct-2020,284.8,287.45,299.7,284.25,289.55,289.65,291.16,45483,132.43,2104,19686,43.28
NATIONALUM, EQ, 01-Oct-2020,32.25,32.55,33.3,31.95,32.2,32.15,32.64,12498033,4079.34,20105,1506957,12.06
NATNLSTEEL, BE, 01-Oct-2020,3.35,3.3,3.3,3.2,3.2,3.2,3.25,1391,0.05,6, -, -
NAUKRI, EQ, 01-Oct-2020,3634.7,3660,3672.95,3586.55,3596.05,3609.15,3634.25,289433,10518.72,17291,66670,23.03
NAVINFLUOR, EQ, 01-Oct-2020,2202.35,2224,2229.95,2125,2132,2134.3,2164.75,91583,1982.54,13203,51357,56.08
NAVKARCORP, EQ, 01-Oct-2020,25.05,25.3,25.75,25.15,25.4,25.5,25.48,124263,31.67,613,56798,45.71
NAVNETEDUL, EQ, 01-Oct-2020,76.05,76.65,77.35,76.6,77.05,77.05,77.12,41559,32.05,316,38803,93.37
NBCC, EQ, 01-Oct-2020,23.6,23.8,24.25,23.65,23.75,23.75,23.91,2531633,605.4,6982,1082598,42.76
NBIFIN, EQ, 01-Oct-2020,1598.6,1542.4,1596,1506.65,1596,1583.95,1571.4,731,11.49,50,667,91.24
NBVENTURES, EQ, 01-Oct-2020,56.8,57.4,58.8,57.05,58.5,58.25,57.96,205842,119.3,1565,74270,36.08
NCC, EQ, 01-Oct-2020,35.6,35.55,36.15,35.15,35.2,35.45,35.66,7042055,2511.15,13897,1790775,25.43
NCLIND, EQ, 01-Oct-2020,106.35,107.5,107.5,104,105.5,105.65,106.29,121719,129.38,1708,62749,51.55
NDGL, EQ, 01-Oct-2020,615.95,624.3,624.3,582.6,615.85,602.9,604.93,245,1.48,24,172,70.2
NDL, BE, 01-Oct-2020,19.45,19.55,20.4,19.1,20.3,20.25,20.28,25249,5.12,89, -, -
NDRAUTO, EQ, 01-Oct-2020,133.7,133.7,139.95,127.1,132,129.55,130.91,7456,9.76,281,4580,61.43
NDTV, EQ, 01-Oct-2020,31.95,32.5,33.4,31.45,31.5,31.65,32.04,15726,5.04,197,8519,54.17
NECCLTD, EQ, 01-Oct-2020,8.25,8.45,8.6,8.2,8.5,8.45,8.43,10193,0.86,90,8687,85.23
NECLIFE, EQ, 01-Oct-2020,22.75,22.8,23.2,21.8,22,22,22.43,408932,91.74,1593,246073,60.17
NELCAST, EQ, 01-Oct-2020,60.4,60,60,58.05,58.35,58.35,58.98,86235,50.86,977,48608,56.37
NELCO, EQ, 01-Oct-2020,197.5,200.5,200.85,196,197.5,196.4,197.79,42772,84.6,1394,21459,50.17
NEOGEN, EQ, 01-Oct-2020,670.95,675.6,682.7,665,665,669.2,673.13,10017,67.43,1270,5804,57.94
